provincia_id,provincia,municipio,sede,tipo,direccion,telefono,email
23, Santiago Del Estero,SANTIAGO DEL ESTERO (OE),,Oficina de empleo,"ENTRE RIOS 258, 3ro (4200)",03854-504480,oesdelestero@trabajo.gob.ar
23, Santiago Del Estero,TINTINA (UE),,Unidad de empleo,"SAN MARTIN Y FRAY MAMERTO ESQUIU, PB(3743)",03846-421371/297/284,pendiente
23, Santiago Del Estero,VILLA OJO DE AGUA (OE),,Oficina de empleo,"SARMIENTO 175, PB(5250)",03856-421525,oeojodeagua@trabajo.gob.ar
24, Tierra Del Fuego,RIO GRANDE (OE),,Oficina de empleo,"SAN MARTIN 619, PB(9420)",02964-420394,oeriogrande@trabajo.gob.ar
24, Tierra Del Fuego,TOLHUIN (UE),,Unidad de empleo,"CALLE MINKIOL S/N, PB(9420)",02901-492380,uetolhuin@trabajo.gob.ar
24, Tierra Del Fuego,USHUAIA (OE),,Oficina de empleo,"TEKENIKA 487, PB(9410)",02901-431993,oeushuaia@trabajo.gob.ar
25, Tucumán,AGUILARES (OE),,Oficina de empleo,"JUAN BAUTISTA ALBERDI 147, PB(4152)",03865-481785,oeaguilares@trabajo.gob.ar
25, Tucumán,ALDERETES (OE),,Oficina de empleo,"PJE. BLAS PARERA Y CASEROS, PB(4178)",0381-4946480,oealderetes@trabajo.gob.ar
25, Tucumán,AMAICHA DEL VALLE (UE),,Unidad de empleo,"ERNESTO PADILLA S/N, FRENTE A LA PLAZA PRINCIPAL, PB(4137)",0381-154917823,ueamaichadelvalle@trabajo.gob.ar
25, Tucumán,BANDA DEL RIO SALI (OE),,Oficina de empleo,"MONSEÑOR DIAZ 876, PB(4109)",0381-4264443,oebandariosali@trabajo.gob.ar
25, Tucumán,BELLA VISTA (OE),,Oficina de empleo,"GARCIA FERNANDEZ 190, PB(4168)",0381-4821943 / 3816252738,oebellavistatuc@trabajo.gob.ar
25, Tucumán,BURRUYACU (OE),,Oficina de empleo,"ISLAS MALVINAS 521, PB(4119)",03894-421031,oeburruyacu@trabajo.gob.ar
25, Tucumán,CAPITAL (OE),,Oficina de empleo,"JUAN B JUSTO 951, PB(4000)",0381-4228421,oetucuman@trabajo.gob.ar
25, Tucumán,CEVIL REDONDO (UE),,Unidad de empleo,"JORGE LUIS BORGES 150, PB(4105)",381-155855292,uecevilredondo@trabajo.gob.ar
25, Tucumán,CHOROMORO (UE),,Unidad de empleo,"JUAN MALENSEK S/N - ORGANISMO COMUNAL, PB(4122)",03862-427017/ 0381156876193,uechoromoro@trabajo.gob.ar
25, Tucumán,COLALAO DEL VALLE (UE),,Unidad de empleo,"9 DE JULIO S / , PB(4141)",0381-4654582/ 0381-155093627,uecolalaodelvalle@trabajo.gob.ar
25, Tucumán,COLOMBRES (UE),,Unidad de empleo,"AV. SAN MARTIN S/N, PB(4111)",0381-155031339,uecolombres@trabajo.gob.ar
25, Tucumán,CONCEPCION (OE),,Oficina de empleo,"DOMINGO SARMIENTO ESQUINA MARIANO MORENO, PB(4146)",03865-505257,oeconcepcion@trabajo.gob.ar
25, Tucumán,DELFIN GALLO (UE),,Unidad de empleo,"BARRIO EL BOSQUE 1ro CUADRA, PB(4117)",(0381) 155122599-154199833,uedelfingallo@trabajo.gob.ar
25, Tucumán,EL CHAÑAR (UE),,Unidad de empleo,"25 DE MAYO Y SARMIENTO S/N, PB(4117)",0381-5058202,ueelchanar@trabajo.gob.ar
25, Tucumán,EL MANANTIAL (OE),,Oficina de empleo,"BARRIO SOBERANIA NACIONAL RUTA 301 Y CRISTO REY, PB(4105)",0381-4391568,comunaelmanantial-ue@hotmail.com
25, Tucumán,EL MOLLAR (UE),,Unidad de empleo,"21 DE SEPTIEMBRE S/N - FRENTE A LA PLAZA, PB(4115)",0381-155717627,ueelmollar@trabajo.gob.ar
25, Tucumán,ESCABA (UE),,Unidad de empleo,"RUTA PROVINCIAL 308 KM 23, PB(4158)",03865472999/ 03865-15412488,ueescaba@trabajo.gob.ar
25, Tucumán,FAMAILLA (OE),,Oficina de empleo,"SARMIENTO 235, PB(4132)",03863 -462032,oefamailla@trabajo.gob.ar
25, Tucumán,GRANEROS (OE),,Oficina de empleo,"AVELLANEDA 184, PB(4159)",03891-491231,oegraneros@trabajo.gob.ar
25, Tucumán,JUAN BAUTISTA ALBERDI (OE),,Oficina de empleo,"LAPRIDA Nro 668, PB(4158)",03865-472870,oejbalberdi@trabajo.gob.ar
25, Tucumán,LA COCHA (OE),,Oficina de empleo,"SAN MARTIN NORTE 55, PB(4162)",03865 - 496506,oelacocha@trabajo.gob.ar
25, Tucumán,LA FLORIDA Y LUISIANA (UE),,Unidad de empleo,"HIPOLITO IRIGOYEN S/N, PB(4144)",0381-4922165,uelafloridayluisiana@trabajo.gob.ar
25, Tucumán,LA RAMADA Y LA CRUZ (UE),,Unidad de empleo,"24 DE SEPTIEMBRE S/N, PB(4119)",0381-4468804,uelaramadaylacruz@trabajo.gob.ar
25, Tucumán,LA TRINIDAD (UE),,Unidad de empleo,"LAS HERAS Y AV. LA FUENTE, PB(4151)",03865-15692696,uelatrinidad@trabajo.gob.ar
25, Tucumán,LAMADRID (UE),,Unidad de empleo,"25 DE MAYO S/N FTE. PLAZA URQUIZA, PB(4176)",0381 - 4185482,uelamadrid@trabajo.gob.ar
25, Tucumán,LAS TALITAS (OE),,Oficina de empleo,"CALLE 29 Y 10 - VILLA MARIANO MORENO , PB(4101)",03814-373405,oelastalitas@trabajo.gob.ar
25, Tucumán,LEON ROUGES (UE),,Unidad de empleo,"24 DE SEPTIEMBRE Y 28 DE MAYO, PB(4143)",03863 495151,ueleonrouges@trabajo.gob.ar
25, Tucumán,LOS NOGALES (UE),,Unidad de empleo,"RUTA NACIONAL 9 KM 1308, PB(4101)",03814921254,uelosnogales@trabajo.gob.ar
25, Tucumán,LOS RALOS (UE),,Unidad de empleo,"GUEMES Y PERITO MORENO, PB(4182)",03814712810,uelosralos@trabajo.gob.ar
25, Tucumán,LULES (OE),,Oficina de empleo,"ALTE. BROWN 351, PB(4128)",0381-4810068,oelules@trabajo.gob.ar
25, Tucumán,MANUELA PEDRAZA (UE),,Unidad de empleo,"RUTA NACIONAL 154, 1204, PB(4166)",0381-155267063,uemanuelapedraza@trabajo.gob.ar
25, Tucumán,MONTEROS (OE),,Oficina de empleo,"25 DE MAYO 263, PB(4142)",03863-428853,oemonteros@trabajo.gob.ar
25, Tucumán,QUILMES Y LOS SUELDOS (UE),,Unidad de empleo,"ECUADOR 200, PB(4141)",03815083685,uequilmesylossueldos@trabajo.gob.ar
25, Tucumán,RANCHILLOS (OE),,Oficina de empleo,"AVDA. SAN MARTIN 64, PB(4178)",03869-421498,oeranchillos@trabajo.gob.ar
25, Tucumán,SAN PABLO Y VILLA NOGUES (UE),,Unidad de empleo,"AV. SAN MARTIN 4, PB(4128)",03815891364,uesanpabloynogues@trabajo.gob.ar
25, Tucumán,SAN PEDRO DE COLALAO (UE),,Unidad de empleo,"9 DE JULIO Y LAS HERAS, PB(4124)",0381-155750090,uespdecolalao@trabajo.gob.ar
25, Tucumán,SANTA ANA (OE),,Oficina de empleo,"AV URQUIZA S/N, Y CARLOS PELLEGRINI, PB(4155)",03865-493000,oesantana@trabajo.gob.ar
25, Tucumán,SANTA LUCIA (UE),,Unidad de empleo,"AV. LIBERTADOR Y MARCOS AVELLANEDA, PB(4119)",0381-3383323,uecomunasantalucia@trabajo.gob.ar
25, Tucumán,SIMOCA (OE),,Oficina de empleo,"25 DE MAYO 174, PB(4172)",03863-481995,oesimoca@trabajo.gob.ar
25, Tucumán,TAFI DEL VALLE (OE),,Oficina de empleo,"PEATONAL LOS FAROLES S/N, PA(4137)",03867-421880,oetafidelvalle@trabajo.gob.ar
25, Tucumán,TAFI VIEJO (OE),,Oficina de empleo,"SAN MARTIN 130, PB(4103)",0381- 4616788 - 3075718,oetafiviejo@trabajo.gob.ar
25, Tucumán,TRANCAS (OE),,Oficina de empleo,"JUAN URBANC 161, PB(4124)",03862-421974,oetrancas@trabajo.gob.ar
25, Tucumán,YERBA BUENA (OE),,Oficina de empleo,"AV. ACONQUIJA 2021 GALERIA CENTRAL LOCAL 5, PB(4107)",03814-258022,oeyerbabuena@trabajo.gob.ar
1,Buenos Aires,AVELLANEDA (OE),Sede VILLA CORINA,Oficina de empleo (Sede),"CASACUBERTA 3955, PB, (1870)",02202439746 / 02202434536,oeavellaneda@trabajo.gob.ar
1,Buenos Aires,AYACUCHO (OE),Sede VILLA TRANQUILA,Oficina de empleo (Sede),"ESTEVEZ 1100, PB, (1870)",4654-2715,oeavellaneda@trabajo.gob.ar
1,Buenos Aires,LA PLATA (OE),Agencia provicial LA PLATA - MTEySS,Oficina de empleo (Sede),"CALLE 53 500 esquina 6, PB, (1900)",4275-7730 42756880,oeregionallaplata@trabajo.gob.ar
1,Buenos Aires,QUILMES (OE),Sede QUILMES IAPI,Oficina de empleo (Sede),"CALLE 844 2240 - SAN FRANCISCO SOLANO, PB, (1879)",4734-7752/9200 (280),oequilmesiap@trabajo.gob.ar
4,Chaco,RESISTENCIA (OE),Agencia provicial RESISTENCIA,Oficina de empleo (Sede),"MARCELO T. DE ALVEAR Y AV. SARMIENTO, PB, (3500)",03624-452953- int. 101,oeagenciapovchaco@trabajo.gob.ar
13,La Rioja,LA RIOJA (OE),Agencia provicial SUBSECRETRIA DE EMPLEO DE LA RIOJA,Oficina de empleo (Sede),"AV. ORTIZ DE OCAMPO 1700 - SECTOR ESTE - ACCESO 7, PB, (5300)",0380-4453726 // 0380-4453741,pendiente
19,San Juan,CIUDAD DE SAN JUAN (OE),Agencia provicial AGENCIA PROVINCIAL SAN JUAN,Oficina de empleo (Sede),"AV. ESPAÑA (SUR) 50, PB, (5400)",0264-4306032,oeagenciaprovincialsj@trabajo.gob.ar
22,Santa Fe,SANTA FE (OE),Sede Mitre,Oficina de empleo (Sede),"GENERAL LOPEZ 3687, PB, (3000)",03498-425500 interno 141,oesantafe@trabajo.gob.ar
22,Santa Fe,SANTA ROSA DE CALCHINES (UE),Sede Prado Español,Unidad de empleo (Sede),"GENERAL PAZ Y HERNANDARIAS, PB, (3000)",0342-4571835,oesantafe@trabajo.gob.ar
22,Santa Fe,SANTO TOME (OE),Sede SANTA FE CIC,Oficina de empleo (Sede),"FACUNDO ZUVIRIA 8020, PB, (3000)",03404-460025 - 460251,oesantafe@trabajo.gob.ar
22,Santa Fe,SAUCE VIEJO (OE),Sede SANTA FE Delegacion Noroeste,Oficina de empleo (Sede),"TENIENTE LOZA 6970, PB, (3000)",0342-4971706,oesantafe@trabajo.gob.ar
